Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
M,54.0,9.0,4.0,0,0,16000.0
F,73.0,9.0,3.0,0,0,20540.08
M,74.0,3.0,17.0,0,0,4391.5
M,68.0,5.0,4.0,0,0,28143.63
F,57.0,13.0,13.0,0,0,3000.0
F,52.0,7.0,11.0,0,0,50.0
F,63.0,10.0,11.0,0,0,38000.0
F,78.0,5.0,5.0,1,1,5000.0
M,50.0,7.0,11.0,0,0,3000.0
F,56.0,7.0,10.0,0,0,1000.0
M,63.0,9.0,2.0,0,0,5000.0
M,67.0,5.0,10.0,0,0,950.0
M,60.0,6.0,9.0,0,0,50.0
F,53.0,7.0,5.0,1,1,1900.0
F,70.0,9.0,2.0,0,0,6000.0
F,72.0,9.0,6.0,0,0,9000.0
M,56.0,7.0,32.0,0,0,130.0
F,50.0,10.0,4.0,1,1,9053.34
F,27.0,11.0,4.0,1,1,2420.0
F,48.0,9.0,4.0,0,0,15000.0
F,68.0,9.0,14.0,0,0,19000.0
F,59.0,6.0,10.0,0,0,300.01
M,66.0,5.0,2.0,0,0,6000.0
F,77.0,9.0,3.0,0,0,1500.0
F,76.0,6.0,8.0,0,0,10600.0
F,58.0,4.0,5.0,0,0,6000.0
F,51.0,8.0,3.0,0,0,10000.0
F,71.0,12.0,19.0,0,0,12000.0
F,37.0,8.0,5.0,0,0,480.01
F,52.0,5.0,6.0,0,0,12013.19
F,53.0,13.0,9.0,0,0,420.0
F,44.0,6.0,9.0,0,0,50.0
F,57.0,9.0,3.0,0,0,6000.0
M,60.0,7.0,4.0,0,0,6000.0
F,58.0,5.0,5.0,0,0,4000.0
F,43.0,6.0,2.0,0,0,4500.0
F,37.0,11.0,5.0,1,1,10000.0
M,24.0,10.0,2.0,1,1,6000.0
F,36.0,11.0,5.0,0,0,1420.0
F,71.0,6.0,2.0,0,0,8000.0
F,69.0,6.0,8.0,0,0,500.0
F,68.0,13.0,5.0,0,0,3000.0
M,72.0,7.0,4.0,0,0,1000.0
M,61.0,8.0,5.0,0,0,8107.64
F,67.0,2.0,11.0,0,0,1500.0
F,47.0,6.0,2.0,0,0,6000.0
F,75.0,7.0,16.0,0,0,3000.0
M,48.0,6.0,7.0,0,0,1050.0
M,59.0,12.0,16.0,0,0,800.0
F,59.0,6.0,6.0,0,0,18000.0
F,67.0,11.0,7.0,0,0,5503.83
F,66.0,7.0,9.0,1,1,1000.0
F,37.0,9.0,2.0,0,0,4000.0
F,47.0,12.0,6.0,1,1,6053.35
M,47.0,5.0,3.0,0,0,1711.02
F,75.0,5.0,12.0,0,0,5000.0
F,51.0,11.0,9.0,0,0,600.0
F,61.0,15.0,15.0,1,1,4800.0
F,55.0,6.0,2.0,0,0,6000.0
M,69.0,5.0,5.0,0,0,15053.35
F,44.0,10.0,11.0,1,1,50.02
M,24.0,5.0,2.0,1,1,5000.0
F,62.0,10.0,8.0,0,0,12000.0
M,54.0,8.0,11.0,0,0,4400.0
M,43.0,8.0,8.0,0,0,25625.0
F,58.0,9.0,6.0,1,1,9000.0
F,53.0,5.0,10.0,0,0,50.0
M,38.0,8.0,6.0,0,0,1000.0
M,58.0,5.0,4.0,0,0,8000.0
M,76.0,7.0,8.0,0,0,100.01
F,67.0,9.0,2.0,0,0,4800.0
M,53.0,7.0,4.0,0,0,30000.0
F,52.0,8.0,4.0,0,0,1500.0
F,70.0,6.0,13.0,1,1,4000.0
F,53.0,6.0,5.0,0,0,15000.0
F,62.0,5.0,2.0,0,0,6000.0
F,74.0,9.0,5.0,0,0,6053.35
F,47.0,8.0,5.0,0,0,1000.0
M,49.0,10.0,15.0,0,0,3486.7
F,53.0,15.0,4.0,2,1,8000.0
F,78.0,7.0,4.0,0,0,10000.0
F,63.0,13.0,8.0,0,0,9000.0
M,63.0,6.0,7.0,0,0,3000.0
M,64.0,11.0,4.0,1,1,6053.34
F,73.0,9.0,6.0,0,0,1000.0
F,70.0,14.0,12.0,1,1,3000.0
F,50.0,10.0,4.0,0,0,5000.0
F,33.0,15.0,5.0,2,1,2500.0
F,63.0,5.0,4.0,0,0,6000.0
F,73.0,10.0,12.0,0,0,14000.0
F,54.0,13.0,8.0,1,1,50.01
F,57.0,18.0,9.0,2,1,5000.0
F,34.0,20.0,5.0,3,1,1000.0
M,50.0,6.0,4.0,0,0,5000.0
F,79.0,7.0,8.0,0,0,16105.32
M,69.0,5.0,8.0,0,0,5050.0
F,63.0,5.0,5.0,0,0,6053.35
M,51.0,11.0,3.0,0,0,10000.0
M,69.0,10.0,8.0,0,0,6105.32
F,70.0,14.0,5.0,1,1,6000.0
F,63.0,9.0,8.0,0,0,12000.0
F,71.0,5.0,4.0,0,0,6000.0
F,53.0,7.0,2.0,1,1,6000.0
M,56.0,6.0,2.0,0,0,2200.0
F,29.0,9.0,8.0,1,1,840.0
F,59.0,9.0,7.0,0,0,1260.0
M,67.0,4.0,3.0,0,0,4000.0
M,57.0,6.0,13.0,0,0,3000.0
F,48.0,7.0,9.0,0,0,600.0
F,44.0,5.0,9.0,0,0,50.01
F,65.0,6.0,6.0,0,0,4000.0
F,43.0,12.0,8.0,1,1,5000.01
M,68.0,8.0,4.0,0,0,36075.0
M,42.0,8.0,12.0,0,0,5872.76
F,33.0,12.0,5.0,2,1,1500.0
F,73.0,4.0,4.0,0,0,1000.0
M,50.0,5.0,8.0,0,0,50.01
M,67.0,7.0,5.0,0,0,3000.0
M,26.0,7.0,2.0,0,0,6000.0
M,60.0,13.0,3.0,0,0,10000.0
M,71.0,13.0,2.0,0,0,5000.0
M,34.0,12.0,7.0,1,1,10552.66
F,70.0,11.0,23.0,0,0,9000.0
F,61.0,11.0,5.0,0,0,3000.0
F,55.0,9.0,4.0,0,0,10000.0
F,43.0,6.0,8.0,0,0,1910.01
M,44.0,13.0,9.0,0,0,1302.5
M,77.0,11.0,23.0,0,0,6000.0
F,52.0,6.0,8.0,0,0,16625.0
F,78.0,12.0,5.0,1,1,4500.0
M,72.0,9.0,14.0,0,0,10000.0
M,53.0,7.0,3.0,0,0,3000.0
F,62.0,11.0,2.0,1,1,6000.0
F,62.0,10.0,17.0,0,0,20700.0
F,56.0,6.0,8.0,0,0,3000.0
M,49.0,5.0,16.0,0,0,500.0
F,74.0,5.0,16.0,0,0,3000.0
M,49.0,12.0,8.0,0,0,50.01
M,50.0,9.0,3.0,0,0,3000.0
M,50.0,5.0,7.0,0,0,4026.67
F,72.0,13.0,8.0,0,0,8700.0
F,59.0,5.0,11.0,0,0,19553.35
F,78.0,10.0,27.0,0,0,3000.0
F,76.0,6.0,2.0,0,0,6000.0
F,70.0,7.0,32.0,0,0,420.0
F,59.0,5.0,4.0,0,0,5000.0
M,59.0,12.0,3.0,0,0,6000.0
F,42.0,6.0,9.0,0,0,34052.66
F,69.0,10.0,3.0,1,1,7500.0
F,46.0,11.0,5.0,1,1,600.0
F,78.0,3.0,2.0,0,0,4000.0
F,77.0,8.0,27.0,0,0,6000.0
F,65.0,7.0,11.0,0,0,6000.0
F,59.0,15.0,3.0,0,0,30554.14
F,41.0,4.0,8.0,0,0,6000.01
F,46.0,12.0,3.0,0,0,35.0
F,39.0,6.0,3.0,1,1,6000.0
M,54.0,8.0,9.0,0,0,3000.01
F,59.0,13.0,4.0,0,0,6107.64
F,77.0,12.0,8.0,0,0,12000.01
F,61.0,10.0,20.0,1,1,4000.0
M,56.0,6.0,5.0,1,1,6000.0
F,43.0,11.0,10.0,1,1,1100.01
F,71.0,10.0,11.0,0,0,5000.0
F,50.0,10.0,6.0,0,0,1000.0
F,59.0,3.0,3.0,0,0,20774.67
F,69.0,20.0,4.0,1,1,7899.74
M,47.0,14.0,6.0,0,0,5000.0
F,47.0,11.0,5.0,0,0,4295.95
F,56.0,10.0,4.0,0,0,15000.0
M,61.0,11.0,11.0,0,0,18000.0
F,46.0,17.0,8.0,2,1,1000.0
F,70.0,5.0,6.0,0,0,3000.0
F,71.0,8.0,9.0,0,0,2150.0
F,28.0,10.0,10.0,1,1,8796.78
F,55.0,10.0,5.0,0,0,2000.0
M,40.0,7.0,9.0,0,0,1320.0
F,68.0,8.0,7.0,0,0,3647.2
M,33.0,3.0,4.0,1,1,420.0
F,59.0,14.0,6.0,2,1,10000.0
M,63.0,11.0,9.0,0,0,7500.0
M,58.0,11.0,6.0,0,0,1000.0
M,55.0,7.0,4.0,0,0,1000.0
F,74.0,11.0,2.0,0,0,150.0
F,67.0,9.0,12.0,0,0,55967.02
M,50.0,8.0,2.0,0,0,3150.0
F,69.0,7.0,3.0,0,0,2000.0
F,52.0,9.0,8.0,1,1,4884.25
M,44.0,11.0,4.0,0,0,3000.0
F,36.0,14.0,6.0,1,1,6000.0
M,57.0,7.0,4.0,0,0,45000.0
M,53.0,9.0,4.0,0,0,4000.0
F,64.0,7.0,24.0,0,0,3500.0
M,73.0,10.0,5.0,0,0,2000.0
M,77.0,9.0,5.0,1,1,1026.23
F,40.0,10.0,7.0,1,1,50.0
F,62.0,7.0,2.0,0,0,3000.0
M,44.0,2.0,2.0,0,0,300.0
F,64.0,7.0,11.0,0,0,11000.0
M,71.0,10.0,7.0,0,0,10000.0
F,66.0,9.0,11.0,1,1,3000.0
M,72.0,4.0,18.0,0,0,6000.0
F,72.0,5.0,5.0,0,0,3000.0
F,70.0,11.0,8.0,0,0,9000.0
F,56.0,13.0,8.0,1,1,20000.0
F,31.0,6.0,6.0,1,1,3664.59
M,73.0,8.0,4.0,0,0,6000.0
M,40.0,10.0,2.0,0,0,100.0
M,53.0,11.0,4.0,0,0,5000.0
M,55.0,16.0,9.0,0,0,1000.0
F,65.0,11.0,8.0,1,1,1000.0
F,59.0,3.0,7.0,0,0,14026.67
F,73.0,11.0,3.0,0,0,1864.04
F,62.0,9.0,5.0,0,0,1000.0
F,42.0,9.0,6.0,0,0,2000.0
F,59.0,12.0,2.0,1,1,1000.0
F,46.0,10.0,8.0,0,0,4884.26
F,60.0,5.0,8.0,0,0,9000.0
F,65.0,5.0,5.0,1,1,1000.0
M,71.0,3.0,26.0,0,0,2000.0
F,46.0,5.0,15.0,1,1,25000.0
F,75.0,7.0,4.0,0,0,1000.0
F,60.0,7.0,7.0,0,0,3026.67
M,56.0,6.0,7.0,0,0,324.48
M,76.0,11.0,5.0,0,0,600.0
F,76.0,11.0,4.0,0,0,2500.0
F,51.0,3.0,13.0,0,0,800.0
F,39.0,9.0,2.0,1,1,6000.0
F,66.0,7.0,6.0,0,0,12053.35
F,60.0,9.0,3.0,1,1,6220.0
M,76.0,8.0,2.0,0,0,8920.0
F,53.0,8.0,2.0,0,0,6000.0
M,32.0,10.0,5.0,0,0,420.01
F,59.0,5.0,7.0,0,0,1017.94
F,55.0,11.0,7.0,0,0,50.0
F,79.0,11.0,7.0,1,1,48212.02
M,61.0,9.0,9.0,0,0,11400.0
F,61.0,10.0,11.0,0,0,7100.0
F,59.0,9.0,11.0,0,0,50.0
F,73.0,8.0,30.0,1,1,2000.0
F,73.0,12.0,9.0,1,1,10000.0
F,73.0,22.0,5.0,1,1,6000.0
M,53.0,5.0,23.0,0,0,6000.0
F,60.0,12.0,9.0,0,0,1000.0
F,47.0,8.0,8.0,0,0,3000.01
M,66.0,7.0,5.0,0,0,2000.0
F,61.0,9.0,3.0,0,0,6107.64
F,44.0,9.0,8.0,1,1,7653.35
F,58.0,12.0,10.0,0,0,50.0
F,74.0,7.0,5.0,0,0,6315.0
M,73.0,6.0,4.0,0,0,9000.0
M,48.0,6.0,11.0,0,0,245.61
F,42.0,7.0,12.0,0,0,15000.0
M,62.0,8.0,2.0,0,0,6000.0
F,79.0,11.0,5.0,1,1,6000.0
M,68.0,11.0,5.0,1,1,1000.0
F,69.0,9.0,8.0,0,0,300.0
F,54.0,19.0,5.0,2,1,6000.0
F,45.0,7.0,8.0,0,0,3500.0
F,48.0,11.0,5.0,0,0,3000.0
F,69.0,7.0,5.0,0,0,6053.35
M,67.0,9.0,7.0,0,0,11053.35
F,72.0,13.0,20.0,1,1,3000.0
M,61.0,8.0,7.0,0,0,6053.35
F,40.0,11.0,4.0,1,1,11000.0
F,37.0,8.0,4.0,0,0,6000.0
F,58.0,9.0,2.0,0,0,2000.0
F,64.0,6.0,8.0,0,0,300.0
F,51.0,11.0,2.0,0,0,6000.0
F,46.0,8.0,8.0,0,0,250.0
M,69.0,7.0,8.0,0,0,3000.0
F,65.0,3.0,4.0,0,0,10000.0
F,77.0,12.0,5.0,1,1,2000.0
F,50.0,12.0,2.0,0,0,6000.0
F,62.0,6.0,2.0,0,0,97000.0
M,52.0,10.0,8.0,0,0,20000.0
F,45.0,8.0,4.0,0,0,4804.85
M,70.0,6.0,12.0,0,0,12000.0
F,29.0,11.0,9.0,1,1,300.0
F,28.0,14.0,4.0,1,1,1000.0
M,66.0,8.0,9.0,0,0,1200.0
F,60.0,10.0,5.0,0,0,2000.0
F,78.0,6.0,2.0,0,0,6000.0
F,44.0,11.0,3.0,0,0,8700.0
F,78.0,10.0,6.0,0,0,9000.0
M,61.0,11.0,3.0,1,1,14850.6
M,75.0,15.0,2.0,1,1,6000.0
F,59.0,12.0,8.0,0,0,7000.01
F,41.0,7.0,11.0,1,1,3026.67
M,75.0,6.0,3.0,0,0,3000.0
M,70.0,8.0,4.0,0,0,2400.0
F,69.0,10.0,3.0,0,0,6000.0
F,39.0,8.0,8.0,0,0,50.01
F,36.0,15.0,4.0,1,1,4400.0
M,30.0,9.0,8.0,0,0,50.0
M,53.0,8.0,4.0,0,0,2420.0
M,36.0,2.0,4.0,1,1,4035.56
M,37.0,12.0,7.0,1,1,1500.0
F,42.0,11.0,5.0,1,1,1000.0
M,66.0,11.0,14.0,0,0,6105.32
F,67.0,7.0,2.0,0,0,6000.0
F,31.0,13.0,5.0,2,1,600.01
F,63.0,11.0,8.0,0,0,3000.0
F,78.0,4.0,4.0,0,0,6053.34
F,46.0,5.0,5.0,0,0,2000.0
M,64.0,7.0,8.0,0,0,4000.01
F,61.0,7.0,2.0,0,0,1260.0
F,73.0,6.0,5.0,1,1,1000.0
M,75.0,4.0,8.0,0,0,2400.0
F,63.0,6.0,6.0,0,0,4000.0
M,60.0,11.0,2.0,0,0,6000.0
M,40.0,7.0,5.0,0,0,1000.0
F,56.0,6.0,8.0,0,0,2500.0
F,54.0,9.0,5.0,0,0,14500.0
F,51.0,12.0,8.0,2,1,2000.01
F,52.0,3.0,9.0,0,0,300.0
F,57.0,7.0,3.0,0,0,6000.0
M,46.0,14.0,3.0,0,0,3000.0
M,57.0,9.0,11.0,0,0,350.0
F,66.0,3.0,7.0,0,0,6105.32
M,63.0,13.0,10.0,0,0,10000.0
F,60.0,8.0,8.0,0,0,3000.0
F,44.0,6.0,2.0,0,0,3000.0
M,65.0,7.0,8.0,0,0,2000.0
F,65.0,15.0,6.0,1,1,6000.0
M,63.0,6.0,6.0,0,0,6000.0
M,49.0,9.0,4.0,0,0,1200.0
M,32.0,9.0,15.0,1,1,6000.0
F,47.0,6.0,11.0,0,0,1200.0
F,49.0,5.0,7.0,0,0,6053.35
M,70.0,8.0,3.0,0,0,20664.21
M,56.0,9.0,13.0,0,0,6000.01
F,45.0,4.0,3.0,0,0,14000.0
M,73.0,10.0,7.0,0,0,12140.78
F,39.0,20.0,6.0,3,1,3750.0
F,76.0,4.0,3.0,0,0,19944.93
M,61.0,11.0,2.0,0,0,6000.0
F,51.0,11.0,8.0,0,0,30300.0
F,29.0,11.0,4.0,1,1,2600.0
F,42.0,12.0,11.0,2,1,20000.0
M,66.0,11.0,3.0,0,0,26693.76
F,38.0,9.0,5.0,1,1,2492.18
F,54.0,6.0,2.0,0,0,6000.0
M,63.0,8.0,11.0,0,0,10884.25
M,42.0,10.0,2.0,1,1,200.0
F,38.0,5.0,5.0,0,0,3000.0
M,60.0,5.0,24.0,0,0,200.0
F,56.0,12.0,2.0,0,0,6000.0
F,57.0,12.0,9.0,1,1,1000.0
F,55.0,5.0,5.0,0,0,6000.0
F,69.0,10.0,4.0,0,0,26053.35
F,71.0,10.0,3.0,1,1,20645.42
F,52.0,7.0,4.0,0,0,4250.0
M,65.0,6.0,10.0,0,0,420.0
F,44.0,11.0,8.0,0,0,500.0
F,59.0,8.0,3.0,0,0,10000.0
F,79.0,9.0,6.0,0,0,17999.99
F,43.0,8.0,2.0,0,0,6000.0
M,61.0,12.0,12.0,0,0,42758.67
M,63.0,8.0,8.0,0,0,20106.7
M,36.0,14.0,10.0,0,0,100.0
F,49.0,10.0,11.0,0,0,22052.66
F,79.0,12.0,11.0,0,0,1500.0
M,31.0,11.0,8.0,0,0,200.0
F,64.0,13.0,10.0,1,1,12000.0
F,67.0,11.0,7.0,0,0,2500.0
F,42.0,9.0,6.0,1,1,1000.0
M,50.0,7.0,17.0,0,0,6000.0
F,35.0,13.0,8.0,0,0,324.0
F,46.0,14.0,8.0,1,1,2500.01
F,37.0,11.0,5.0,1,1,1771.63
M,53.0,11.0,8.0,0,0,10937.59
F,52.0,4.0,16.0,0,0,9200.0
F,66.0,10.0,8.0,1,1,9600.0
F,61.0,5.0,16.0,0,0,420.0
F,39.0,16.0,2.0,1,1,6000.0
F,51.0,7.0,9.0,0,0,600.0
F,68.0,19.0,12.0,1,1,13123.65
F,79.0,9.0,28.0,0,0,10000.0
F,58.0,13.0,8.0,1,1,900.0
F,55.0,11.0,27.0,0,0,9052.66
M,58.0,6.0,9.0,0,0,1200.0
M,43.0,6.0,5.0,0,0,6106.7
F,48.0,15.0,7.0,0,0,50.0
F,69.0,9.0,6.0,0,0,7000.0
F,60.0,5.0,4.0,0,0,6000.0
F,75.0,9.0,4.0,0,0,1808.04
F,61.0,7.0,8.0,0,0,14400.0
F,76.0,4.0,5.0,0,0,5000.0
F,55.0,12.0,10.0,0,0,900.0
F,69.0,12.0,7.0,0,0,3026.67
F,57.0,11.0,2.0,1,1,1000.0
F,51.0,9.0,4.0,0,0,6000.0
F,42.0,5.0,5.0,0,0,125.01
F,63.0,11.0,18.0,0,0,15000.0
M,40.0,10.0,5.0,2,1,5000.01
F,73.0,4.0,4.0,0,0,3750.0
F,60.0,5.0,5.0,0,0,2000.0
F,55.0,15.0,5.0,1,1,3025.0
F,38.0,9.0,12.0,0,0,5500.0
M,51.0,5.0,2.0,0,0,6000.0
M,57.0,9.0,5.0,0,0,4200.0
F,42.0,13.0,2.0,0,0,3000.0
M,43.0,10.0,5.0,0,0,1440.0
F,40.0,9.0,5.0,1,1,3000.0
F,54.0,10.0,4.0,0,0,6053.34
M,51.0,8.0,2.0,0,0,50.0
F,67.0,6.0,7.0,0,0,5000.0
F,44.0,12.0,5.0,2,1,1500.0
F,63.0,8.0,9.0,0,0,2000.01
F,63.0,5.0,2.0,1,1,6000.0
F,40.0,14.0,6.0,1,1,2500.0
F,43.0,9.0,7.0,1,1,420.0
M,62.0,5.0,12.0,0,0,7552.66
F,66.0,16.0,2.0,0,0,6000.0
M,71.0,11.0,15.0,0,0,5792.75
F,28.0,11.0,2.0,1,1,1000.0
F,48.0,8.0,8.0,0,0,500.0
F,56.0,6.0,3.0,0,0,20567.8
M,67.0,7.0,5.0,0,0,3000.0
M,23.0,12.0,2.0,1,1,300.0
F,40.0,7.0,4.0,0,0,6000.0
F,53.0,9.0,2.0,1,1,6000.0
M,27.0,8.0,4.0,0,0,420.0
F,72.0,5.0,10.0,0,0,500.0
M,33.0,20.0,9.0,2,1,1750.0
F,74.0,9.0,8.0,0,0,3000.0
F,57.0,14.0,5.0,2,1,3000.0
F,41.0,5.0,7.0,0,0,6105.32
M,40.0,5.0,2.0,0,0,6000.0
F,66.0,11.0,7.0,0,0,6053.35
F,69.0,11.0,2.0,0,0,6000.0
F,47.0,11.0,8.0,0,0,3000.0
F,52.0,10.0,10.0,0,0,523.95
M,58.0,13.0,2.0,0,0,8000.0
M,76.0,9.0,12.0,0,0,1100.0
M,67.0,10.0,2.0,1,1,6000.0
F,58.0,11.0,8.0,0,0,1000.0
M,38.0,5.0,3.0,1,1,3000.0
F,58.0,13.0,9.0,2,1,3220.0
F,75.0,9.0,5.0,0,0,3000.0
F,51.0,3.0,4.0,0,0,6000.0
F,60.0,4.0,9.0,0,0,1000.0
F,57.0,8.0,3.0,0,0,6000.0
F,48.0,20.0,6.0,2,1,6053.35
F,40.0,10.0,10.0,0,0,500.0
F,77.0,9.0,10.0,0,0,10000.0
F,58.0,8.0,3.0,0,0,3000.0
F,67.0,9.0,28.0,1,1,10000.0
F,65.0,14.0,6.0,1,1,11000.0
M,32.0,6.0,2.0,1,1,2500.0
F,33.0,7.0,4.0,0,0,3000.0
F,52.0,5.0,3.0,0,0,20728.91
F,47.0,12.0,2.0,2,1,6000.0
F,56.0,13.0,10.0,2,1,1000.0
F,51.0,17.0,4.0,2,1,3750.0
F,41.0,16.0,8.0,2,1,3000.0
F,59.0,16.0,9.0,2,1,1500.0
F,69.0,5.0,17.0,0,0,6400.0
F,47.0,10.0,6.0,0,0,6000.0
F,60.0,7.0,6.0,0,0,6053.35
M,73.0,13.0,3.0,0,0,20579.72
F,31.0,13.0,5.0,1,1,420.0
F,74.0,9.0,16.0,0,0,2000.0
F,78.0,12.0,15.0,0,0,4300.0
M,73.0,9.0,5.0,0,0,4000.0
F,50.0,4.0,9.0,0,0,600.0
F,78.0,6.0,9.0,0,0,12000.0
F,66.0,3.0,5.0,0,0,1500.0
F,25.0,7.0,2.0,1,1,6000.0
F,66.0,9.0,2.0,1,1,6000.0
F,32.0,9.0,5.0,1,1,1000.0
F,51.0,8.0,7.0,0,0,3026.67
F,42.0,7.0,5.0,0,0,12760.0
F,26.0,9.0,3.0,1,1,40.0
F,68.0,7.0,14.0,1,1,16884.25
M,69.0,5.0,5.0,0,0,3500.0
M,39.0,8.0,6.0,1,1,5000.0
F,34.0,23.0,2.0,3,1,1000.0
F,36.0,14.0,4.0,1,1,47.71
F,50.0,11.0,7.0,0,0,3000.0
M,44.0,8.0,3.0,1,1,10500.0
F,59.0,6.0,3.0,0,0,20733.74
M,66.0,13.0,8.0,0,0,3000.0
F,61.0,4.0,3.0,0,0,2489.81
F,54.0,9.0,7.0,0,0,6105.32
M,66.0,11.0,30.0,0,0,1000.0
F,61.0,12.0,8.0,0,0,12000.0
F,70.0,7.0,15.0,1,1,16000.0
F,36.0,7.0,11.0,0,0,15000.0
M,35.0,13.0,3.0,1,1,8907.15
F,75.0,11.0,2.0,1,1,6000.0
M,70.0,7.0,8.0,0,0,3000.0
M,71.0,4.0,8.0,0,0,23000.0
F,63.0,9.0,9.0,0,0,3000.0
M,65.0,9.0,6.0,0,0,10626.68
M,48.0,6.0,4.0,0,0,2000.0
M,44.0,7.0,8.0,0,0,2000.0
M,47.0,9.0,15.0,0,0,12000.0
F,37.0,25.0,5.0,3,1,3500.0
F,38.0,6.0,7.0,0,0,50.0
M,53.0,12.0,3.0,0,0,3000.0
F,64.0,9.0,20.0,0,0,8000.0
F,54.0,5.0,9.0,0,0,1100.0
F,67.0,5.0,5.0,0,0,6000.0
M,48.0,9.0,9.0,0,0,500.0
M,52.0,12.0,3.0,0,0,10000.0
M,54.0,8.0,11.0,0,0,2000.0
M,50.0,11.0,2.0,0,0,1006.74
F,67.0,9.0,6.0,1,1,9000.0
M,62.0,4.0,5.0,0,0,1000.0
F,54.0,7.0,6.0,0,0,6053.35
F,65.0,6.0,2.0,0,0,6000.0
F,63.0,3.0,5.0,0,0,10213.0
F,79.0,8.0,27.0,1,1,4553.52
F,39.0,9.0,11.0,1,1,2240.0
F,79.0,9.0,4.0,0,0,9038.66
F,35.0,10.0,5.0,1,1,1000.0
F,33.0,3.0,5.0,0,0,700.0
F,33.0,10.0,3.0,2,1,3000.0
F,54.0,6.0,9.0,0,0,17042.92
F,65.0,10.0,8.0,0,0,12000.0
M,75.0,5.0,5.0,0,0,1000.0
M,77.0,8.0,4.0,1,1,2400.0
M,41.0,3.0,3.0,0,0,6000.0
F,49.0,10.0,7.0,0,0,12000.01
F,65.0,10.0,6.0,0,0,13240.0
M,69.0,7.0,24.0,0,0,2500.0
M,69.0,11.0,11.0,0,0,22167.0
F,49.0,13.0,4.0,2,1,6000.0
F,69.0,11.0,5.0,0,0,2000.0
F,55.0,7.0,5.0,0,0,6000.0
F,47.0,7.0,6.0,0,0,4000.0
M,32.0,4.0,3.0,0,0,3000.0
F,70.0,3.0,2.0,0,0,12000.0
F,66.0,5.0,6.0,0,0,4000.0
M,55.0,12.0,23.0,0,0,7800.0
F,70.0,11.0,5.0,0,0,1000.0
M,40.0,11.0,8.0,0,0,1200.0
F,48.0,11.0,5.0,1,1,1000.0
F,61.0,9.0,8.0,0,0,10500.0
F,57.0,9.0,5.0,0,0,10000.0
M,47.0,5.0,6.0,0,0,6053.35
F,55.0,4.0,8.0,0,0,12088.81
M,56.0,11.0,8.0,0,0,3000.0
M,77.0,14.0,5.0,1,1,16000.0
M,76.0,8.0,12.0,0,0,10909.25
M,49.0,14.0,3.0,0,0,20278.84
F,65.0,9.0,7.0,0,0,12026.68
M,36.0,6.0,7.0,1,1,5.0
F,40.0,6.0,5.0,0,0,1000.0
F,71.0,6.0,9.0,0,0,500.0
M,38.0,5.0,4.0,0,0,420.0
F,76.0,8.0,20.0,0,0,2800.0
F,71.0,13.0,3.0,1,1,20314.87
M,48.0,10.0,2.0,0,0,6000.0
M,73.0,8.0,5.0,1,1,3000.0
F,43.0,8.0,10.0,0,0,3770.0
F,34.0,7.0,5.0,1,1,420.0
M,43.0,8.0,11.0,1,1,6500.0
F,63.0,11.0,2.0,1,1,6000.0
F,62.0,10.0,9.0,1,1,4884.25
F,72.0,10.0,12.0,0,0,36295.29
F,65.0,14.0,16.0,0,0,3000.0
F,43.0,6.0,11.0,1,1,1000.0
F,37.0,7.0,5.0,1,1,420.0
F,43.0,16.0,11.0,1,1,3000.0
F,39.0,12.0,9.0,1,1,50.0
M,73.0,4.0,18.0,0,0,3000.0
F,42.0,10.0,7.0,1,1,40.01
F,62.0,6.0,17.0,0,0,6000.0
M,57.0,9.0,6.0,0,0,6000.0
M,51.0,4.0,5.0,0,0,9000.0
F,59.0,4.0,5.0,0,0,600.0
M,79.0,7.0,32.0,0,0,1000.0
F,53.0,12.0,4.0,0,0,2200.0
F,52.0,9.0,8.0,0,0,10600.0
M,62.0,7.0,7.0,0,0,6453.35
F,55.0,6.0,8.0,1,1,3000.0
F,65.0,14.0,2.0,0,0,6000.0
F,76.0,8.0,7.0,0,0,12000.01
F,71.0,12.0,10.0,0,0,500.0
F,74.0,9.0,3.0,0,0,20765.47
F,58.0,14.0,5.0,0,0,1000.0
M,73.0,5.0,12.0,0,0,1200.0
F,62.0,14.0,5.0,1,1,12000.0
F,66.0,7.0,4.0,0,0,6000.0
F,35.0,18.0,10.0,3,1,7000.0
M,34.0,7.0,7.0,0,0,420.0
F,55.0,8.0,4.0,0,0,6000.0
F,44.0,9.0,8.0,0,0,3000.0
F,34.0,18.0,8.0,2,1,12000.0
F,66.0,4.0,4.0,0,0,27000.0
M,51.0,4.0,9.0,0,0,50.0
F,73.0,6.0,5.0,0,0,480.0
F,49.0,12.0,12.0,2,1,6000.0
F,53.0,10.0,9.0,0,0,1360.0
M,53.0,4.0,6.0,0,0,6000.0
F,63.0,6.0,4.0,0,0,5000.0
F,37.0,15.0,11.0,3,1,300.0
F,27.0,3.0,5.0,1,1,420.01
M,60.0,9.0,11.0,0,0,12000.0
F,33.0,12.0,4.0,1,1,4500.0
F,40.0,15.0,8.0,0,0,1200.0
M,67.0,8.0,7.0,1,1,2000.0
F,29.0,9.0,3.0,1,1,840.0
M,44.0,7.0,5.0,0,0,3020.0
F,78.0,12.0,32.0,0,0,30026.67
F,54.0,10.0,2.0,2,1,6400.0
